Sample in Buffer,Sample in Window,TRIGGER,pynq_z2_i/top_0_ila_ab_edge,pynq_z2_i/top_0_ila_z_edge,pynq_z2_i/top_0_ila_ab_count[7:0],pynq_z2_i/top_0_ila_ppr_conf[7:0],pynq_z2_i/top_0_ila_ab_period[31:0],pynq_z2_i/top_0_ila_angle_angfac[31:0],pynq_z2_i/top_0_ila_angle_nco_ab_inc[31:0],pynq_z2_i/top_0_ila_angle_nco_clk_inc[31:0],pynq_z2_i/top_0_ila_angle_nco_clk_inc_valid,pynq_z2_i/top_0_ila_ref_edge,pynq_z2_i/top_0_ila_phase_ref_det,pynq_z2_i/top_0_ila_phase_ref_found,pynq_z2_i/top_0_ila_phase_eng,pynq_z2_i/top_0_ila_phase_ref_angfac[31:0],pynq_z2_i/top_0_ila_phase_ref_det_cnt[15:0],pynq_z2_i/top_0_ila_sync_state[1:0],pynq_z2_i/top_0_ila_sync_full,pynq_z2_i/top_0_ila_pll_angfac[31:0],pynq_z2_i/top_0_ila_pll_nco_accum[31:0],pynq_z2_i/top_0_ila_pll_err_angfac[31:0],pynq_z2_i/top_0_ila_pll_p_term[31:0],pynq_z2_i/top_0_ila_pll_i_term[31:0],pynq_z2_i/top_0_ila_pll_pi_corr[31:0],pynq_z2_i/top_0_ila_pll_div_valid,pynq_z2_i/top_0_ila_ang_angfac[31:0],pynq_z2_i/top_0_ila_tdc_deg[15:0],pynq_z2_i/top_0_ila_trig_pulse,pynq_z2_i/top_0_ila_trig_count[31:0],pynq_z2_i/top_0_ila_fault_cam_tooth,pynq_z2_i/top_0_ila_fault_crank_tooth,pynq_z2_i/top_0_ila_fault_crank_ab,pynq_z2_i/top_0_ila_fault_pll_phase,pynq_z2_i/top_0_ila_fault_speed_calc
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3481,3481,0,0,0,36,60,0001871c,e8292904,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e503231a,e503231a,fcdb6778,00000000,00000000,00000000,1,3895011588,6864,1,00000cc1,0,0,0,1,0
3482,3482,0,0,0,36,60,0001871c,e83b5d8a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e51557a0,e51557a0,fcdb6778,00000000,00000000,00000000,1,3896204682,6865,1,00000cc2,0,0,0,1,0
3483,3483,0,0,0,36,60,0001871c,e84d9210,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5278c26,e5278c26,fcdb6778,00000000,00000000,00000000,1,3897397776,6866,1,00000cc3,0,0,0,1,0
3484,3484,0,0,0,36,60,0001871c,e85fc960,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e539c376,e539c376,fcdb6778,00000000,00000000,00000000,1,3898591584,6867,1,00000cc4,0,0,0,1,0
3485,3485,0,0,0,36,60,0001871c,e871fde6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e54bf7fc,e54bf7fc,fcdb6778,00000000,00000000,00000000,1,3899784678,6868,1,00000cc5,0,0,0,1,0
3486,3486,0,0,0,36,60,0001871c,e884326c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e55e2c82,e55e2c82,fcdb6778,00000000,00000000,00000000,1,3900977772,6869,1,00000cc6,0,0,0,1,0
3487,3487,0,0,0,36,60,0001871c,e89669bc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e57063d2,e57063d2,fcdb6778,00000000,00000000,00000000,1,3902171580,6870,1,00000cc7,0,0,0,1,0
3488,3488,0,0,0,36,60,0001871c,e8a89e42,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5829858,e5829858,fcdb6778,00000000,00000000,00000000,1,3903364674,6871,1,00000cc8,0,0,0,1,0
3489,3489,0,0,0,36,60,0001871c,e8bad2c8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e594ccde,e594ccde,fcdb6778,00000000,00000000,00000000,1,3904557768,6872,1,00000cc9,0,0,0,1,0
3490,3490,0,0,0,36,60,0001871c,e8cd0a18,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5a7042e,e5a7042e,fcdb6778,00000000,00000000,00000000,1,3905751576,6873,1,00000cca,0,0,0,1,0
3491,3491,0,0,0,36,60,0001871c,e8df3e9e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5b938b4,e5b938b4,fcdb6778,00000000,00000000,00000000,1,3906944670,6874,1,00000ccb,0,0,0,1,0
3492,3492,0,0,0,36,60,0001871c,e8f17324,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5cb6d3a,e5cb6d3a,fcdb6778,00000000,00000000,00000000,1,3908137764,6875,1,00000ccc,0,0,0,1,0
3493,3493,0,0,0,36,60,0001871c,e903a7aa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5dda1c0,e5dda1c0,fcdb6778,00000000,00000000,00000000,1,3909330858,6876,1,00000ccd,0,0,0,1,0
3494,3494,0,0,0,36,60,0001871c,e915defa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e5efd910,e5efd910,fcdb6778,00000000,00000000,00000000,1,3910524666,6877,1,00000cce,0,0,0,1,0
3495,3495,0,0,0,36,60,0001871c,e9281380,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e6020d96,e6020d96,fcdb6778,00000000,00000000,00000000,1,3911717760,6878,1,00000ccf,0,0,0,1,0
3496,3496,0,0,0,36,60,0001871c,e93a4806,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e614421c,e614421c,fcdb6778,00000000,00000000,00000000,1,3912910854,6879,1,00000cd0,0,0,0,1,0
3497,3497,0,0,0,36,60,0001871c,e94c7f56,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e626796c,e626796c,fcdb6778,00000000,00000000,00000000,1,3914104662,6880,1,00000cd1,0,0,0,1,0
3498,3498,0,0,0,36,60,0001871c,e95eb3dc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e638adf2,e638adf2,fcdb6778,00000000,00000000,00000000,1,3915297756,6881,1,00000cd2,0,0,0,1,0
3499,3499,0,0,0,36,60,0001871c,e970e862,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e64ae278,e64ae278,fcdb6778,00000000,00000000,00000000,1,3916490850,6882,1,00000cd3,0,0,0,1,0
3500,3500,0,0,0,36,60,0001871c,e9831fb2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e65d19c8,e65d19c8,fcdb6778,00000000,00000000,00000000,1,3917684658,6883,1,00000cd4,0,0,0,1,0
3501,3501,0,0,0,36,60,0001871c,e9955438,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e66f4e4e,e66f4e4e,fcdb6778,00000000,00000000,00000000,1,3918877752,6884,1,00000cd5,0,0,0,1,0
3502,3502,0,0,0,36,60,0001871c,e9a788be,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e68182d4,e68182d4,fcdb6778,00000000,00000000,00000000,1,3920070846,6885,1,00000cd6,0,0,0,1,0
3503,3503,0,0,0,36,60,0001871c,e9b9c00e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e693ba24,e693ba24,fcdb6778,00000000,00000000,00000000,1,3921264654,6886,1,00000cd7,0,0,0,1,0
3504,3504,0,0,0,36,60,0001871c,e9cbf494,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e6a5eeaa,e6a5eeaa,fcdb6778,00000000,00000000,00000000,1,3922457748,6887,1,00000cd8,0,0,0,1,0
3505,3505,0,0,0,36,60,0001871c,e9de291a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e6b82330,e6b82330,fcdb6778,00000000,00000000,00000000,1,3923650842,6888,1,00000cd9,0,0,0,1,0
3506,3506,0,0,0,36,60,0001871c,e9f0606a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e6ca5a80,e6ca5a80,fcdb6778,00000000,00000000,00000000,1,3924844650,6889,1,00000cda,0,0,0,1,0
3507,3507,0,0,0,36,60,0001871c,ea0294f0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e6dc8f06,e6dc8f06,fcdb6778,00000000,00000000,00000000,1,3926037744,6890,1,00000cdb,0,0,0,1,0
3508,3508,0,0,0,36,60,0001871c,ea14c976,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e6eec38c,e6eec38c,fcdb6778,00000000,00000000,00000000,1,3927230838,6891,1,00000cdc,0,0,0,1,0
3509,3509,0,0,0,36,60,0001871c,ea2700c6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e700fadc,e700fadc,fcdb6778,00000000,00000000,00000000,1,3928424646,6892,1,00000cdd,0,0,0,1,0
3510,3510,0,0,0,36,60,0001871c,ea39354c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7132f62,e7132f62,fcdb6778,00000000,00000000,00000000,1,3929617740,6893,1,00000cde,0,0,0,1,0
3511,3511,0,0,0,36,60,0001871c,ea4b69d2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e72563e8,e72563e8,fcdb6778,00000000,00000000,00000000,1,3930810834,6894,1,00000cdf,0,0,0,1,0
3512,3512,0,0,0,36,60,0001871c,ea5da122,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7379b38,e7379b38,fcdb6778,00000000,00000000,00000000,1,3932004642,6895,1,00000ce0,0,0,0,1,0
3513,3513,0,0,0,36,60,0001871c,ea6fd5a8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e749cfbe,e749cfbe,fcdb6778,00000000,00000000,00000000,1,3933197736,6896,1,00000ce1,0,0,0,1,0
3514,3514,0,0,0,36,60,0001871c,ea820a2e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e75c0444,e75c0444,fcdb6778,00000000,00000000,00000000,1,3934390830,6897,1,00000ce2,0,0,0,1,0
3515,3515,0,0,0,36,60,0001871c,ea94417e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e76e3b94,e76e3b94,fcdb6778,00000000,00000000,00000000,1,3935584638,6898,1,00000ce3,0,0,0,1,0
3516,3516,0,0,0,36,60,0001871c,eaa67604,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e780701a,e780701a,fcdb6778,00000000,00000000,00000000,1,3936777732,6899,1,00000ce4,0,0,0,1,0
3517,3517,0,0,0,37,60,0001871c,eab8aa8e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e790fcb0,e790fcb0,fcd9fa16,00000000,00000000,00000000,1,3937970830,6900,1,00000ce5,0,0,0,1,0
3518,3518,0,0,0,37,60,0001871c,eacae1de,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7a33400,e7a33400,fcd9fa16,00000000,00000000,00000000,1,3939164638,6901,1,00000ce6,0,0,0,1,0
3519,3519,0,0,0,37,60,0001871c,eadd1664,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7b56886,e7b56886,fcd9fa16,00000000,00000000,00000000,1,3940357732,6902,1,00000ce7,0,0,0,1,0
3520,3520,0,0,0,37,60,0001871c,eaef4aea,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7c79d0c,e7c79d0c,fcd9fa16,00000000,00000000,00000000,1,3941550826,6903,1,00000ce8,0,0,0,1,0
3521,3521,0,0,0,37,60,0001871c,eb01823a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7d9d45c,e7d9d45c,fcd9fa16,00000000,00000000,00000000,1,3942744634,6904,1,00000ce9,0,0,0,1,0
3522,3522,0,0,0,37,60,0001871c,eb13b6c0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7ec08e2,e7ec08e2,fcd9fa16,00000000,00000000,00000000,1,3943937728,6905,1,00000cea,0,0,0,1,0
3523,3523,0,0,0,37,60,0001871c,eb25eb46,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e7fe3d68,e7fe3d68,fcd9fa16,00000000,00000000,00000000,1,3945130822,6906,1,00000ceb,0,0,0,1,0
3524,3524,0,0,0,37,60,0001871c,eb381fcc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e81071ee,e81071ee,fcd9fa16,00000000,00000000,00000000,1,3946323916,6907,1,00000cec,0,0,0,1,0
3525,3525,0,0,0,37,60,0001871c,eb4a571c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e822a93e,e822a93e,fcd9fa16,00000000,00000000,00000000,1,3947517724,6908,1,00000ced,0,0,0,1,0
3526,3526,0,0,0,37,60,0001871c,eb5c8ba2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e834ddc4,e834ddc4,fcd9fa16,00000000,00000000,00000000,1,3948710818,6909,1,00000cee,0,0,0,1,0
3527,3527,0,0,0,37,60,0001871c,eb6ec028,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e847124a,e847124a,fcd9fa16,00000000,00000000,00000000,1,3949903912,6910,1,00000cef,0,0,0,1,0
3528,3528,0,0,0,37,60,0001871c,eb80f778,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e859499a,e859499a,fcd9fa16,00000000,00000000,00000000,1,3951097720,6911,1,00000cf0,0,0,0,1,0
3529,3529,0,0,0,37,60,0001871c,eb932bfe,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e86b7e20,e86b7e20,fcd9fa16,00000000,00000000,00000000,1,3952290814,6912,1,00000cf1,0,0,0,1,0
3530,3530,0,0,0,37,60,0001871c,eba56084,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e87db2a6,e87db2a6,fcd9fa16,00000000,00000000,00000000,1,3953483908,6913,1,00000cf2,0,0,0,1,0
3531,3531,0,0,0,37,60,0001871c,ebb797d4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e88fe9f6,e88fe9f6,fcd9fa16,00000000,00000000,00000000,1,3954677716,6914,1,00000cf3,0,0,0,1,0
3532,3532,0,0,0,37,60,0001871c,ebc9cc5a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e8a21e7c,e8a21e7c,fcd9fa16,00000000,00000000,00000000,1,3955870810,6915,1,00000cf4,0,0,0,1,0
3533,3533,0,0,0,37,60,0001871c,ebdc00e0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e8b45302,e8b45302,fcd9fa16,00000000,00000000,00000000,1,3957063904,6916,1,00000cf5,0,0,0,1,0
3534,3534,0,0,0,37,60,0001871c,ebee3830,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e8c68a52,e8c68a52,fcd9fa16,00000000,00000000,00000000,1,3958257712,6917,1,00000cf6,0,0,0,1,0
3535,3535,0,0,0,37,60,0001871c,ec006cb6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e8d8bed8,e8d8bed8,fcd9fa16,00000000,00000000,00000000,1,3959450806,6918,1,00000cf7,0,0,0,1,0
3536,3536,0,0,0,37,60,0001871c,ec12a13c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e8eaf35e,e8eaf35e,fcd9fa16,00000000,00000000,00000000,1,3960643900,6919,1,00000cf8,0,0,0,1,0
3537,3537,0,0,0,37,60,0001871c,ec24d88c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e8fd2aae,e8fd2aae,fcd9fa16,00000000,00000000,00000000,1,3961837708,6920,1,00000cf9,0,0,0,1,0
3538,3538,0,0,0,37,60,0001871c,ec370d12,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e90f5f34,e90f5f34,fcd9fa16,00000000,00000000,00000000,1,3963030802,6921,1,00000cfa,0,0,0,1,0
3539,3539,0,0,0,37,60,0001871c,ec494198,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e92193ba,e92193ba,fcd9fa16,00000000,00000000,00000000,1,3964223896,6922,1,00000cfb,0,0,0,1,0
3540,3540,0,0,0,37,60,0001871c,ec5b78e8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e933cb0a,e933cb0a,fcd9fa16,00000000,00000000,00000000,1,3965417704,6923,1,00000cfc,0,0,0,1,0
3541,3541,0,0,0,37,60,0001871c,ec6dad6e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e945ff90,e945ff90,fcd9fa16,00000000,00000000,00000000,1,3966610798,6924,1,00000cfd,0,0,0,1,0
3542,3542,0,0,0,37,60,0001871c,ec7fe1f4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9583416,e9583416,fcd9fa16,00000000,00000000,00000000,1,3967803892,6925,1,00000cfe,0,0,0,1,0
3543,3543,0,0,0,37,60,0001871c,ec921944,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e96a6b66,e96a6b66,fcd9fa16,00000000,00000000,00000000,1,3968997700,6926,1,00000cff,0,0,0,1,0
3544,3544,0,0,0,37,60,0001871c,eca44dca,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e97c9fec,e97c9fec,fcd9fa16,00000000,00000000,00000000,1,3970190794,6927,1,00000d00,0,0,0,1,0
3545,3545,0,0,0,37,60,0001871c,ecb68250,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e98ed472,e98ed472,fcd9fa16,00000000,00000000,00000000,1,3971383888,6928,1,00000d01,0,0,0,1,0
3546,3546,0,0,0,37,60,0001871c,ecc8b9a0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9a10bc2,e9a10bc2,fcd9fa16,00000000,00000000,00000000,1,3972577696,6929,1,00000d02,0,0,0,1,0
3547,3547,0,0,0,37,60,0001871c,ecdaee26,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9b34048,e9b34048,fcd9fa16,00000000,00000000,00000000,1,3973770790,6930,1,00000d03,0,0,0,1,0
3548,3548,0,0,0,37,60,0001871c,eced22ac,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9c574ce,e9c574ce,fcd9fa16,00000000,00000000,00000000,1,3974963884,6931,1,00000d04,0,0,0,1,0
3549,3549,0,0,0,37,60,0001871c,ecff59fc,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9d7ac1e,e9d7ac1e,fcd9fa16,00000000,00000000,00000000,1,3976157692,6932,1,00000d05,0,0,0,1,0
3550,3550,0,0,0,37,60,0001871c,ed118e82,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9e9e0a4,e9e9e0a4,fcd9fa16,00000000,00000000,00000000,1,3977350786,6933,1,00000d06,0,0,0,1,0
3551,3551,0,0,0,37,60,0001871c,ed23c308,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,e9fc152a,e9fc152a,fcd9fa16,00000000,00000000,00000000,1,3978543880,6934,1,00000d07,0,0,0,1,0
3552,3552,0,0,0,37,60,0001871c,ed35f78e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea0e49b0,ea0e49b0,fcd9fa16,00000000,00000000,00000000,1,3979736974,6935,1,00000d08,0,0,0,1,0
3553,3553,0,0,0,37,60,0001871c,ed482ede,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea208100,ea208100,fcd9fa16,00000000,00000000,00000000,1,3980930782,6936,1,00000d09,0,0,0,1,0
3554,3554,0,0,0,37,60,0001871c,ed5a6364,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea32b586,ea32b586,fcd9fa16,00000000,00000000,00000000,1,3982123876,6937,1,00000d0a,0,0,0,1,0
3555,3555,0,0,0,37,60,0001871c,ed6c97ea,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea44ea0c,ea44ea0c,fcd9fa16,00000000,00000000,00000000,1,3983316970,6938,1,00000d0b,0,0,0,1,0
3556,3556,0,0,0,37,60,0001871c,ed7ecf3a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea57215c,ea57215c,fcd9fa16,00000000,00000000,00000000,1,3984510778,6939,1,00000d0c,0,0,0,1,0
3557,3557,0,0,0,37,60,0001871c,ed9103c0,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea6955e2,ea6955e2,fcd9fa16,00000000,00000000,00000000,1,3985703872,6940,1,00000d0d,0,0,0,1,0
3558,3558,0,0,0,37,60,0001871c,eda33846,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea7b8a68,ea7b8a68,fcd9fa16,00000000,00000000,00000000,1,3986896966,6941,1,00000d0e,0,0,0,1,0
3559,3559,0,0,0,37,60,0001871c,edb56f96,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea8dc1b8,ea8dc1b8,fcd9fa16,00000000,00000000,00000000,1,3988090774,6942,1,00000d0f,0,0,0,1,0
3560,3560,0,0,0,37,60,0001871c,edc7a41c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ea9ff63e,ea9ff63e,fcd9fa16,00000000,00000000,00000000,1,3989283868,6943,1,00000d10,0,0,0,1,0
3561,3561,0,0,0,37,60,0001871c,edd9d8a2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eab22ac4,eab22ac4,fcd9fa16,00000000,00000000,00000000,1,3990476962,6944,1,00000d11,0,0,0,1,0
3562,3562,0,0,0,37,60,0001871c,edec0ff2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eac46214,eac46214,fcd9fa16,00000000,00000000,00000000,1,3991670770,6945,1,00000d12,0,0,0,1,0
3563,3563,0,0,0,37,60,0001871c,edfe4478,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ead6969a,ead6969a,fcd9fa16,00000000,00000000,00000000,1,3992863864,6946,1,00000d13,0,0,0,1,0
3564,3564,0,0,0,37,60,0001871c,ee1078fe,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eae8cb20,eae8cb20,fcd9fa16,00000000,00000000,00000000,1,3994056958,6947,1,00000d14,0,0,0,1,0
3565,3565,0,0,0,37,60,0001871c,ee22b04e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eafb0270,eafb0270,fcd9fa16,00000000,00000000,00000000,1,3995250766,6948,1,00000d15,0,0,0,1,0
3566,3566,0,0,0,37,60,0001871c,ee34e4d4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb0d36f6,eb0d36f6,fcd9fa16,00000000,00000000,00000000,1,3996443860,6949,1,00000d16,0,0,0,1,0
3567,3567,0,0,0,37,60,0001871c,ee47195a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb1f6b7c,eb1f6b7c,fcd9fa16,00000000,00000000,00000000,1,3997636954,6950,1,00000d17,0,0,0,1,0
3568,3568,0,0,0,37,60,0001871c,ee5950aa,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb31a2cc,eb31a2cc,fcd9fa16,00000000,00000000,00000000,1,3998830762,6951,1,00000d18,0,0,0,1,0
3569,3569,0,0,0,37,60,0001871c,ee6b8530,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb43d752,eb43d752,fcd9fa16,00000000,00000000,00000000,1,4000023856,6952,1,00000d19,0,0,0,1,0
3570,3570,0,0,0,37,60,0001871c,ee7db9b6,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb560bd8,eb560bd8,fcd9fa16,00000000,00000000,00000000,1,4001216950,6953,1,00000d1a,0,0,0,1,0
3571,3571,0,0,0,37,60,0001871c,ee8ff106,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb684328,eb684328,fcd9fa16,00000000,00000000,00000000,1,4002410758,6954,1,00000d1b,0,0,0,1,0
3572,3572,0,0,0,37,60,0001871c,eea2258c,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb7a77ae,eb7a77ae,fcd9fa16,00000000,00000000,00000000,1,4003603852,6955,1,00000d1c,0,0,0,1,0
3573,3573,0,0,0,37,60,0001871c,eeb45a12,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb8cac34,eb8cac34,fcd9fa16,00000000,00000000,00000000,1,4004796946,6956,1,00000d1d,0,0,0,1,0
3574,3574,0,0,0,37,60,0001871c,eec69162,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,eb9ee384,eb9ee384,fcd9fa16,00000000,00000000,00000000,1,4005990754,6957,1,00000d1e,0,0,0,1,0
3575,3575,0,0,0,37,60,0001871c,eed8c5e8,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ebb1180a,ebb1180a,fcd9fa16,00000000,00000000,00000000,1,4007183848,6958,1,00000d1f,0,0,0,1,0
3576,3576,0,0,0,37,60,0001871c,eeeafa6e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ebc34c90,ebc34c90,fcd9fa16,00000000,00000000,00000000,1,4008376942,6959,1,00000d20,0,0,0,1,0
3577,3577,0,0,0,38,60,0001871b,eefd31c2,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ebd44e4a,ebd44e4a,fcd85222,00000000,00000000,00000000,1,4009570754,6960,1,00000d21,0,0,0,1,0
3578,3578,0,0,0,38,60,0001871b,ef0f6648,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ebe682d0,ebe682d0,fcd85222,00000000,00000000,00000000,1,4010763848,6961,1,00000d22,0,0,0,1,0
3579,3579,0,0,0,38,60,0001871b,ef219ace,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ebf8b756,ebf8b756,fcd85222,00000000,00000000,00000000,1,4011956942,6962,1,00000d23,0,0,0,1,0
3580,3580,0,0,0,38,60,0001871b,ef33d21e,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ec0aeea6,ec0aeea6,fcd85222,00000000,00000000,00000000,1,4013150750,6963,1,00000d24,0,0,0,1,0
3581,3581,0,0,0,38,60,0001871b,ef4606a4,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ec1d232c,ec1d232c,fcd85222,00000000,00000000,00000000,1,4014343844,6964,1,00000d25,0,0,0,1,0
3582,3582,0,0,0,38,60,0001871b,ef583b2a,04444444,000002ca,1,0,0,1,1,422354e8,0ade,"iSTATE2",1,ec2f57b2,ec2f57b2,fcd85222,00000000,00000000,00000000,1,4015536938,6965,1,00000d26,0,0,0,1,0
